"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.3.T0";"glmnet_sign.ext.3.T1";"glmnet_sign.ext.5.T0";"glmnet_sign.ext.5.T1";"glmnet_sign.ext.10.T0";"glmnet_sign.ext.10.T1";"Aldex.kw.noadjust.0.05";"CYM_T0_1";"CYM_T0_2";"CYM_T0_3";"CYM_T1_1";"CYM_T1_2";"CYM_T1_3"
"OTU447";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Cohaesibacter;s__Cohaesibacter_sp.";0;0;0;0;0;0;0;0;0,0000876239879429393;0,0000517009616378865;0,0000708190219893063;0,0000412305958508277;0,0000978098739067709;0,0000363684854950357
"OTU448";"d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria;__";0;0;0;0;0;0;0;0;0,000140198380708703;0,000232654327370489;0,000159342799475939;0,000109948255602207;0,000244524684766927;0,000218210912970214
"OTU449";"d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Magasanikbacteria;f__Candidatus_Magasanikbacteria;g__Candidatus_Magasanikbacteria;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000517009616378865;0,0000354095109946532;0,0000274870639005518;0,00000815082282556424;0,0000363684854950357
"OTU450";"d__Bacteria;p__Verrucomicrobiota;__;__;__;__;__";0;0;0;0;0;0;0;0;0;0,0000775514424568297;0,0000177047554973266;0,0000755894257265175;0,0000244524684766927;0,0000606141424917262
"OTU451";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Actibacter;__";0;0;0;0;0;0;0;0;0,00403070344537521;0,00749663943749354;0,00534683616019263;0,00599905169629543;0,00277943058351741;0,00500672816981658
"OTU452";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000175247975885879;0;0;0,0000206152979254139;0,0000244524684766927;0,0000121228284983452
"OTU453";"d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexaceae;__";0;0;0;1;0;1;0;0;0,000210297571063054;0,000206803846551546;0,000177047554973266;0,000309229468881208;0,000154865633685721;0,000581895767920571
"OTU454";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000700991903543514;0;0,0000708190219893063;0,0000412305958508277;0,0000489049369533854;0,0000121228284983452
"OTU455";"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__uncultured_marine";0;0;0;0;0;0;0;0;0,000297921559005993;0,000180953365732603;0,000247866576962572;0,000109948255602207;0,000285278798894748;0,000206088084471869
"OTU456";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AT-s3-44;f__AT-s3-44;g__AT-s3-44;s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU457";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__FS117-23B-02;f__FS117-23B-02;g__FS117-23B-02;s__uncultured_prokaryote";0;0;0;0;0;0;0;0;0;0,0000775514424568297;0;0,0000274870639005518;0;0,0000242456569966905
"OTU458";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;__";0;0;0;0;0;0;0;0;0,000157723178297291;0,000155102884913659;0,0000885237774866329;0,0000618458937762415;0,000171167279336849;0,0000969826279867619
"OTU459";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3;f__EC3;g__EC3;s__uncultured_bacterium";1;0;0;0;0;0;0;0;0,0000350495951771757;0,0000517009616378865;0,0000177047554973266;0,00000687176597513795;0;0,0000242456569966905
"OTU460";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU461";"d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Falkowbacteria;f__Candidatus_Falkowbacteria;g__Candidatus_Falkowbacteria;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,000332971154183169;0,000206803846551546;0,000513437909422471;0,000350460064732035;0,000366787027150391;0,000448544654438774
"OTU462";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000775514424568297;0;0,000185537681328725;0,0000570557597789497;0,0000121228284983452
"OTU463";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000525743927657636;0,000103401923275773;0,0000177047554973266;0,000137435319502759;0,0000163016456511285;0,000193965255973524
"OTU464";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;__";0;0;0;0;0;0;0;0;0,000140198380708703;0,0000775514424568297;0,000141638043978613;0,000103076489627069;0,0000407541141278212;0,000145473941980143
"OTU465";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Thiohalophilus;__";0;0;0;0;0;0;0;0;0,0000876239879429393;0,0000258504808189432;0,0000708190219893063;0,0000687176597513795;0,000032603291302257;0,0000606141424917262
"OTU466";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__A4b;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000175247975885879;0;0,0000177047554973266;0,0000549741278011036;0,0000244524684766927;0,0000848597994884166
"OTU467";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;__";0;0;0;0;0;0;0;0;0,000157723178297291;0,000361906731465205;0,000442618887433165;0,000453536554359105;0,00026897715324362;0,000557650110923881
"OTU468";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_planctomycete";0;0;0;0;0;0;0;0;0,000105148785531527;0;0,000194752310470592;0,0000893329576767934;0,000285278798894748;0,000206088084471869
"OTU469";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000121228284983452
"OTU470";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;__";0;0;0;0;0;0;0;0;0;0,0000258504808189432;0;0,0000137435319502759;0,0000407541141278212;0,0000121228284983452
"OTU471";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,00126178542637833;0,00116327163685245;0,000938352041358309;0,00112009785394749;0,00133673494339254;0,000545527282425536
"OTU472";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maritimimonas;s__uncultured_marine";0;0;0;0;0;0;0;0;0,000140198380708703;0,000103401923275773;0,0000885237774866329;0,0000481023618259657;0,000114111519557899;0,0000969826279867619
"OTU473";"d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42;__";0;0;0;0;0;0;0;0;0,000613367915600575;0,000646262020473581;0,000902942530363656;0,000639074235687829;0,000921042979288759;0,000654632738910643
"OTU474";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__B103G10;f__B103G10;g__B103G10;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000700991903543514;0,000103401923275773;0,000141638043978613;0,0000481023618259657;0,000105960696732335;0,000121228284983452
"OTU475";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__SCGC-AB-539-J10;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000876239879429393;0,0000517009616378865;0,0000531142664919797;0,000158050617428173;0,00000815082282556424;0,0000121228284983452
"OTU476";"d__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__MidBa8;g__MidBa8;s__uncultured_delta";0;0;0;0;0;0;0;0;0,0000350495951771757;0,000155102884913659;0,0000708190219893063;0,0000687176597513795;0,0000489049369533854;0,000339439197953667
"OTU477";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007;s__uncultured_Verrucomicrobium";0;0;0;0;0;0;0;0;0,00024534716624023;0,000310205769827319;0,000389504620941185;0,000357331830707173;0,000277127976069184;0,000412176168943738
"OTU478";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__uncultured;s__uncultured_gamma";0;0;0;0;0;0;0;0;0;0;0,0000177047554973266;0;0,00000815082282556424;0
"OTU479";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Pla1_lineage;g__Pla1_lineage;__";0;0;0;0;0;0;0;0;0,0000175247975885879;0;0,0000177047554973266;0,0000824611917016554;0,00000815082282556424;0,0000606141424917262
"OTU480";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,0000258504808189432;0;0,0000137435319502759;0,00000815082282556424;0,0000363684854950357
"OTU481";"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41;__";0;0;0;0;0;0;0;0;0,000525743927657636;0,000284355289008376;0,000531142664919797;0,000494767150209932;0,000383088672801519;0,000618264253415607
"OTU482";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__Chromerida_sp.";0;0;0;0;0;0;0;0;0,000140198380708703;0,000103401923275773;0,0000885237774866329;0,000274870639005518;0,0000570557597789497;0,000218210912970214
"OTU483";"d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured;g__uncultured;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000517009616378865;0,0000885237774866329;0,0000618458937762415;0,0000733574054300782;0,0000606141424917262
"OTU484";"d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb;f__Lineage_IIb;g__Lineage_IIb;__";0;0;0;0;0;1;0;0;0,0000876239879429393;0,000103401923275773;0,0000354095109946532;0,000164922383403311;0,000146714810860156;0,000157596770478488
"OTU485";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Xenococcus_PCC-7305;s__uncultured_bacterium";0;0;0;1;0;0;0;0;0,000157723178297291;0,000155102884913659;0,000247866576962572;0,000309229468881208;0,000260826330418056;0,000206088084471869
"OTU486";"d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;__";0;0;0;0;0;0;0;0;0,000122673583120115;0,000180953365732603;0,000212457065967919;0,000116820021577345;0,000154865633685721;0,000133351113481798
"OTU487";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36;g__HOC36;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000258504808189432;0,0000531142664919797;0,000109948255602207;0,0000733574054300782;0,0000848597994884166
"OTU488";"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Arctic95B-14;g__Arctic95B-14;__";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000484913139933809
"OTU489";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__661239;f__661239;g__661239;s__Chloroflexi_bacterium";0;0;0;0;0;0;0;0;0,0000175247975885879;0,000206803846551546;0,0000354095109946532;0,000377947128632587;0,0000163016456511285;0,000218210912970214
"OTU490";"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;__";0;0;0;0;0;0;0;0;0,000473169534891872;0,000206803846551546;0,000424914131935838;0,000439793022408829;0,000374937849975955;0,000363684854950357
"OTU491";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;s__uncultured_archaeon";0;0;0;0;0;0;0;0;0,000315446356594581;0,0000517009616378865;0,000177047554973266;0,000164922383403311;0,000171167279336849;0,000618264253415607
"OTU492";"d__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__MidBa8;g__MidBa8;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000775514424568297;0,0000531142664919797;0,0000824611917016554;0,0000244524684766927;0,000206088084471869
"OTU493";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;__";0;0;0;1;0;0;0;0;0,000192772773474466;0,000129252404094716;0,000177047554973266;0,000213024745229276;0,000374937849975955;0,00027882505546194
"OTU494";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peribacteria;f__Candidatus_Peribacteria;g__Candidatus_Peribacteria;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,00103396305772668;0,0011374211560335;0,000885237774866329;0,000893329576767934;0,000953646270591016;0,00130926547782129
"OTU495";"d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeales;g__Micrarchaeales;s__uncultured_euryarchaeote";0;0;0;0;0;0;0;0;0;0;0,0000177047554973266;0,0000137435319502759;0;0,0000121228284983452
"OTU496";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__GIF3;f__GIF3;g__GIF3;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000517009616378865;0,0000177047554973266;0,000199281213279001;0,000032603291302257;0,0000242456569966905
"OTU497";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidia;f__Dehalococcoidia;g__Dehalococcoidia;s__uncultured_bacterium";0;1;0;0;0;0;0;0;0;0;0;0,0000481023618259657;0,00000815082282556424;0,0000121228284983452
"OTU498";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000517009616378865;0,0000531142664919797;0,0000274870639005518;0,00000815082282556424;0,0000969826279867619
"OTU499";"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000525743927657636;0,000129252404094716;0,0000708190219893063;0,000109948255602207;0,0000652065826045139;0,000218210912970214
"OTU500";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000350495951771757;0,000258504808189432;0,000230161821465246;0,000178665915353587;0,000179318102162413;0,000290947883960286
"OTU501";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0;0,000157723178297291;0,000232654327370489;0,000424914131935838;0,000240511809129828;0,000554255952138368;0,000387930511947048
"OTU502";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,00073604149872069;0,000568710578016751;0,000761304486385043;0,00101014959834528;0,000652065826045139;0,00104256325085769
"OTU503";"d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinivibrionaceae;g__possible_genus_03;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,000103401923275773;0,000159342799475939;0,0000824611917016554;0,0000652065826045139;0,000133351113481798
"OTU504";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Marine_Benthic_Group_D_and_DHVEG-1;f__Marine_Benthic_Group_D_and_DHVEG-1;g__Marine_Benthic_Group_D_and_DHVEG-1;s__uncultured_Thermoplasmata";0;0;1;0;0;0;0;0;0;0,0000258504808189432;0;0,0000274870639005518;0;0,0000242456569966905
"OTU505";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA286-E23;g__SCGC_AAA286-E23;s__uncultured_euryarchaeote";0;0;0;0;0;0;0;0;0,0000350495951771757;0;0,0000354095109946532;0,0000137435319502759;0,0000163016456511285;0,0000121228284983452
"OTU506";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__UCG-012;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU507";"d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeales;g__Iainarchaeales;s__uncultured_euryarchaeote";1;0;0;0;0;0;0;0;0;0;0;0,0000412305958508277;0,00000815082282556424;0,0000242456569966905
"OTU508";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007;s__uncultured_organism";0;0;0;0;0;0;0;0;0,0000350495951771757;0,000103401923275773;0,000212457065967919;0,000151178851453035;0,000114111519557899;0,000157596770478488
"OTU509";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Candidatus_Riegeria;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000876239879429393;0,0000258504808189432;0,0000885237774866329;0;0,000163016456511285;0,00025457939846525
"OTU510";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured;s__uncultured_soil";0;0;0;0;0;0;0;0;0;0,0000258504808189432;0,0000177047554973266;0,0000206152979254139;0,000032603291302257;0,0000363684854950357
"OTU511";"d__Bacteria;p__LCP-89;c__LCP-89;o__LCP-89;f__LCP-89;g__LCP-89;__";0;0;0;0;0;0;0;0;0,0000525743927657636;0,0000775514424568297;0,0000177047554973266;0,0000962047236519313;0,0000244524684766927;0,0000969826279867619
"OTU512";"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__P.palmC41;f__P.palmC41;g__P.palmC41;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,000206803846551546;0,0000708190219893063;0,0000824611917016554;0,000032603291302257;0
"OTU513";"d__Bacteria;p__WS2;c__WS2;o__WS2;f__WS2;g__WS2;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000350495951771757;0;0,0000885237774866329;0,0000618458937762415;0,000032603291302257;0,0000969826279867619
"OTU514";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__1-20;f__1-20;g__1-20;s__metagenome";0;0;0;0;0;0;0;0;0;0,0000258504808189432;0,0000354095109946532;0,00000687176597513795;0,00000815082282556424;0,0000121228284983452
"OTU515";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__1-20;f__1-20;g__1-20;__";0;0;0;0;0;0;0;0;0,0000525743927657636;0,0000517009616378865;0,0000177047554973266;0,0000412305958508277;0,0000163016456511285;0,0000606141424917262
"OTU516";"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;__";0;0;1;0;0;0;0;0;0,000560793522834811;0,000387757212284149;0,000513437909422471;0,000426049490458553;0,000652065826045139;0,000266702226963595
"OTU517";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__uncultured;s__Gram-positive_bacterium";0;0;0;0;0;0;0;0;0,0000700991903543514;0,0000517009616378865;0,000141638043978613;0,0000893329576767934;0,0000570557597789497;0,000327316369455321
"OTU518";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Lamprocystis;__";0;0;0;0;0;0;0;0;0,000105148785531527;0,000129252404094716;0,000194752310470592;0,0000687176597513795;0,0000978098739067709;0,000109105456485107
"OTU519";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;__;__;__";0;0;0;0;0;0;0;0;0,000350495951771757;0,000310205769827319;0,000159342799475939;0,000158050617428173;0,000228223039115799;0,000145473941980143
"OTU520";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Candidatus_Thiosymbion;__";0;0;0;0;0;0;0;0;0,000140198380708703;0,000336056250646262;0,000212457065967919;0,000151178851453035;0,000260826330418056;0,000266702226963595
"OTU521";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__uncultured;f__uncultured;g__uncultured;__";0;0;0;1;0;1;0;0;0,000140198380708703;0,000103401923275773;0,000123933288481286;0,000405434192533139;0,000179318102162413;0,00053340445392719
"OTU522";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1);__";0;0;0;0;0;0;0;0;0,000665942308366338;0,000336056250646262;0,000159342799475939;0,00023364004315469;0,000350485381499262;0,000242456569966905
"OTU523";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Candidatus_Latescibacter;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000517009616378865;0,0000177047554973266;0,0000962047236519313;0,0000407541141278212;0,0000727369709900714
"OTU524";"d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadia;f__Geopsychrobacteraceae;g__Malonomonas;__";0;0;0;0;0;0;0;0;0,000613367915600575;0,00080136490538724;0,00061966644240643;0,000426049490458553;0,0034885521693415;0,000242456569966905
"OTU525";"d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;s__uncultured_Planctomycetia";0;0;0;0;0;0;0;0;0,0000175247975885879;0,0000258504808189432;0,0000354095109946532;0,0000206152979254139;0,0000244524684766927;0
"OTU526";"d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20;s__uncultured_sediment";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000517009616378865;0,0000177047554973266;0,0000343588298756898;0,0000244524684766927;0,000109105456485107
"OTU527";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0,00000815082282556424;0
"OTU528";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,000155102884913659;0,0000177047554973266;0,0000343588298756898;0,000912892156463195;0,00027882505546194
"OTU529";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__uncultured_Parcubacteria";0;0;0;0;0;0;0;0;0,0000876239879429393;0,0000517009616378865;0,0000708190219893063;0,0000481023618259657;0,0000815082282556424;0,0000606141424917262
"OTU530";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster;__";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU531";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2;s__uncultured_prokaryote";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU532";"d__Bacteria;p__Acetothermia;c__Acetothermiia;o__Acetothermiia;f__Acetothermiia;g__Acetothermiia;s__bacterium_enrichment";0;0;0;0;0;0;0;0;0,0000350495951771757;0;0,0000177047554973266;0,00000687176597513795;0,0000163016456511285;0,0000363684854950357
"OTU533";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Candidatus_Thiosymbion;s__gamma_proteobacterium";0;0;0;0;0;0;0;0;0,000315446356594581;0,000361906731465205;0,000336390354449205;0,000151178851453035;0,000285278798894748;0,000181842427475179
"OTU534";"d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B4-70;f__VHS-B4-70;g__VHS-B4-70;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,000157723178297291;0,000103401923275773;0,000177047554973266;0,000130563553527621;0,000154865633685721;0,000181842427475179
"OTU535";"d__Bacteria;p__Myxococcota;c__Polyangia;o__PS-B29;f__PS-B29;g__PS-B29;__";0;0;0;0;0;0;0;0;0,0000700991903543514;0,0000775514424568297;0,000141638043978613;0,000247383575104966;0,000138563988034592;0,0000969826279867619
"OTU536";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__Thiohalocapsa_marina";0;0;0;0;0;0;0;0;0;0;0,0000177047554973266;0;0,00000815082282556424;0
"OTU537";"d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacteraceae;s__uncultured_sediment";0;0;0;0;0;0;0;0;0,0000876239879429393;0;0,0000177047554973266;0,000178665915353587;0,00000815082282556424;0,0000848597994884166
"OTU538";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila;s__uncultured_delta";0;0;0;0;0;0;0;0;0;0,0000258504808189432;0;0;0;0
"OTU539";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;__";0;0;0;0;1;0;1;0;0,00196277732992184;0,0013183745217661;0,00146949470627811;0,000934560172618761;0,000815082282556424;0,000484913139933809
"OTU540";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS3a_marine_group;__";0;0;0;0;0;0;0;0;0,000140198380708703;0,000103401923275773;0,0000354095109946532;0,0000824611917016554;0,0000570557597789497;0
"OTU541";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__uncultured_gamma";0;0;0;0;0;0;0;0;0,000438119939714696;0,000284355289008376;0,000283276087957225;0,000405434192533139;0,00053795430648724;0,000242456569966905
"OTU542";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptoclostridium;s__bacterium_enrichment";0;0;0;0;0;0;0;0;0,0000175247975885879;0;0;0,0000137435319502759;0,00000815082282556424;0,0000848597994884166
