"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.3.T0";"glmnet_sign.ext.3.T1";"glmnet_sign.ext.5.T0";"glmnet_sign.ext.5.T1";"glmnet_sign.ext.10.T0";"glmnet_sign.ext.10.T1";"CAU_T0_1";"CAU_T0_2";"CAU_T0_3";"CAU_T1_1";"CAU_T1_2";"CAU_T1_3"
"OTU229";"d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000369776901269567;0,00044285998981422;0,000494334169898852;0,000510285440918514;0,000261506276150628;0,000340506673930809
"OTU230";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0,000338962159497103;0,000354287991851376;0,000570385580652521;0,000542178280975921;0,00042494769874477;0,000340506673930809
"OTU231";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;__;__";0;0;0;0;0;0;0;0,00104770122026377;0,00132857996944266;0,00125484827743555;0,00197735608355924;0,00209205020920502;0,000919368019613184
"OTU232";"d__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96;f__KD4-96;g__KD4-96;__";0;0;0;0;0;0;0;0,000677924318994207;0,000332144992360665;0,000418282759145182;0,000510285440918514;0,000392259414225941;0,000681013347861618
"OTU233";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_marine";0;0;0;0;1;0;1;0,000677924318994207;0,000620003985739908;0,000532359875275686;0,000382714080688885;0,000261506276150628;0,000476709343503133
"OTU234";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__BD2-7;g__BD2-7;__";0;0;0;0;0;0;0;0,000030814741772464;0;0;0,0000637856801148142;0,0000326882845188284;0
"OTU235";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000338962159497103;0,000155000996434977;0,000494334169898852;0,000191357040344443;0,000392259414225941;0,000476709343503133
"OTU236";"d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__MSB-3C8;g__MSB-3C8;__";0;0;0;0;0;0;0;0,00015407370886232;0,000265715993888532;0,000266179937637843;0,00022324988040185;0,000621077405857741;0,000306456006537728
"OTU237";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured;s__uncultured_marine";0;0;0;0;0;0;0;0,000246517934179712;0,000310001992869954;0,000418282759145182;0,000669749641205549;0,000130753138075314;0,000272405339144647
"OTU238";"d__Bacteria;p__Patescibacteria;__;__;__;__;__";0;0;0;0;0;0;0;0,0000616294835449279;0,000155000996434977;0,000114077116130504;0,000414606920746292;0,000261506276150628;0,000238354671751566
"OTU239";"d__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria;f__Zixibacteria;g__Zixibacteria;__";0;0;0;0;0;0;0;0,000647109577221743;0,000730718983193463;0,000570385580652521;0,000797321001435178;0,000653765690376569;0,000783165350040861
"OTU240";"d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__MD2894-B20;f__MD2894-B20;g__MD2894-B20;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000184888450634784;0,000177143995925688;0,000228154232261008;0,000127571360229628;0,0000980648535564854;0,0000681013347861618
"OTU241";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__uncultured_Chloroflexi";0;0;0;0;0;0;0;0,000523850610131887;0,000354287991851376;0,000342231348391513;0,000287035560516664;0,000523012552301255;0,000476709343503133
"OTU242";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Unknown_Family;s__uncultured_bacterium";0;0;0;0;0;0;0;0,0000924442253173918;0,000132857996944266;0,0000760514107536695;0,000287035560516664;0,000196129707112971;0,000136202669572324
"OTU243";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__uncultured;s__uncultured_gamma";0;0;0;0;0;0;0;0,000123258967089856;0,000155000996434977;0,0000760514107536695;0,000159464200287036;0,0000980648535564854;0,000170253336965405
"OTU244";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;__;__";0;0;0;0;0;0;0;0,00184888450634784;0,000819290981156307;0,000874591223667199;0,000956785201722213;0,00107871338912134;0,0021451920457641
"OTU245";"d__Bacteria;p__Acidobacteriota;c__Subgroup_22;o__Subgroup_22;f__Subgroup_22;g__Subgroup_22;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00138666337976088;0,00148358096587764;0,00159707962582706;0,00143517780258332;0,00137290794979079;0,00146417869790248
"OTU246";"d__Archaea;p__Euryarchaeota;c__Thermococci;o__Methanofastidiosales;f__uncultured;g__uncultured;__";0;0;0;0;1;0;1;0,000184888450634784;0,000354287991851376;0,000342231348391513;0,0000637856801148142;0,000261506276150628;0,000238354671751566
"OTU247";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;__;__";0;0;0;0;0;0;0;0,000369776901269567;0,00104072097606342;0,00079853981291353;0,000605963961090735;0,000882583682008368;0,000681013347861618
"OTU248";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;s__uncultured_planctomycete";0;0;0;0;0;0;0;0,0000616294835449279;0,000110714997453555;0,000114077116130504;0,0000637856801148142;0,000261506276150628;0,000102152002179243
"OTU249";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__uncultured;__";0;0;0;0;0;0;0;0,00163318131394059;0,00121786497198911;0,00152102821507339;0,0013394992824111;0,00166710251046025;0,00105557068918551
"OTU250";"d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales;__";0;0;0;0;0;0;0;0,0000616294835449279;0,000088571997962844;0,000152102821507339;0,0000956785201722213;0,0000326882845188284;0,000204304004358485
"OTU251";"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__uncultured;__";0;0;0;0;0;0;0;0,000030814741772464;0,00022142999490711;0,000266179937637843;0,000382714080688885;0,000261506276150628;0,000340506673930809
"OTU252";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007;__";0;0;0;0;0;0;0;0,00163318131394059;0,00245787294346892;0,00152102821507339;0,00102057088183703;0,00199398535564854;0,0014301280305094
"OTU253";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__uncultured_delta";0;0;0;0;0;0;0;0,0011093307038087;0,000487145988795642;0,000608411286029356;0,000956785201722213;0,000653765690376569;0,000681013347861618
"OTU254";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__uncultured_planctomycete";0;0;0;0;0;0;0;0,000400591643042031;0,000265715993888532;0,000228154232261008;0,000382714080688885;0,000196129707112971;0,000408608008716971
"OTU255";"d__Bacteria;p__Spirochaetota;c__V2072-189E03;o__V2072-189E03;f__V2072-189E03;g__V2072-189E03;s__uncultured_organism";0;0;0;0;0;0;0;0,000523850610131887;0,00126215097097053;0,000608411286029356;0,00114814224206666;0,00120946652719665;0,00102152002179243
"OTU256";"d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacteraceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000616294835449279;0,000398573990832798;0,000532359875275686;0,000605963961090735;0,000196129707112971;0,000510760010896214
"OTU257";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__IS-44;__";0;0;0;0;0;0;0;0,000277332675952176;0,000110714997453555;0,000266179937637843;0,000255142720459257;0,000228817991631799;0,000204304004358485
"OTU258";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus_mediterraneus";0;0;0;0;0;0;0;0,00015407370886232;0,000177143995925688;0;0,0000318928400574071;0,0000653765690376569;0,0000681013347861618
"OTU259";"d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Propionigenium;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000277332675952176;0,000088571997962844;0,0000760514107536695;0,000605963961090735;0,000163441422594142;0,000136202669572324
"OTU260";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__CCM11a;f__CCM11a;g__CCM11a;s__uncultured_organism";0;0;0;0;0;0;0;0,000215703192407248;0,000752861982684174;0,000114077116130504;0,000127571360229628;0,00042494769874477;0,000204304004358485
"OTU261";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000215703192407248;0,000398573990832798;0,000190128526884174;0,000159464200287036;0,000130753138075314;0,000238354671751566
"OTU262";"d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25;__";0;0;0;0;0;0;0;0,000585480093676815;0,00086357698013773;0,00064643699140619;0,000701642481262957;0,000882583682008368;0,00074911468264778
"OTU263";"d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20;s__uncultured_marine";0;0;0;0;0;0;0;0,00030814741772464;0,000265715993888532;0,000494334169898852;0,00022324988040185;0,000621077405857741;0,000204304004358485
"OTU264";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Cyanobacterium_CLg1;__";0;0;0;0;0;0;0;0,0000616294835449279;0,000022142999490711;0;0;0;0,0000340506673930809
"OTU265";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Chroococcidiopsis_PCC-6712;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000123258967089856;0,000132857996944266;0,000190128526884174;0,0000318928400574071;0,000130753138075314;0,000238354671751566
"OTU266";"d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__Candidatus_Kerfeldbacteria;g__Candidatus_Kerfeldbacteria;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00030814741772464;0,000177143995925688;0,000190128526884174;0,000255142720459257;0,000228817991631799;0,000272405339144647
"OTU267";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__uncultured;__";0;0;0;0;0;0;0;0,000338962159497103;0,00044285998981422;0,000532359875275686;0,000478392600861107;0,000261506276150628;0,000170253336965405
"OTU268";"d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanolobus;s__uncultured_archaeon";0;0;0;0;0;0;0;0,000677924318994207;0;0,000228154232261008;0,000255142720459257;0;0,000136202669572324
"OTU269";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus_Thiobios;__";0;0;0;0;0;0;0;0,00169481079748552;0,00128429397046124;0,00216746520647958;0,00216871312390368;0,00281119246861925;0,00125987469354399
"OTU270";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00030814741772464;0,000465002989304931;0,000380257053768347;0,0004464997608037;0,000621077405857741;0,00037455734132389
"OTU271";"d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__MSBL5;f__MSBL5;g__MSBL5;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000431406384814495;0,000155000996434977;0,000266179937637843;0,000318928400574071;0,000196129707112971;0,000646962680468537
"OTU272";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;__";0;1;0;1;0;1;0;0,000893627511401454;0,000531431987777064;0,000494334169898852;0,00121192792218147;0,00137290794979079;0,00153228003268864
"OTU273";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__uncultured_bacterium";0;0;0;0;0;0;0;0,0000616294835449279;0,000022142999490711;0,0000760514107536695;0;0;0,0000340506673930809
"OTU274";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Thermomarinilinea;s__uncultured_bacterium";0;0;0;0;0;0;0;0,0000616294835449279;0,000177143995925688;0,000152102821507339;0,0000956785201722213;0,000294194560669456;0,000102152002179243
"OTU275";"d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;__;__;__";0;0;0;0;0;0;0;0,000431406384814495;0,000487145988795642;0,000152102821507339;0,000287035560516664;0,000196129707112971;0,000612912013075456
"OTU276";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__;__";0;0;0;0;0;0;0;0,000955256994946382;0,000642146985230619;0,000912616929044034;0,00108435656195184;0,000653765690376569;0,00112367202397167
"OTU277";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Tistlia;__";0;0;0;0;0;0;0;0,000030814741772464;0;0,000114077116130504;0,0000956785201722213;0;0
"OTU278";"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;s__uncultured_organism";0;0;0;0;0;0;0;0,000554665351904351;0,000686432984212041;0,000570385580652521;0,000478392600861107;0,000588389121338912;0,000953418687006265
"OTU279";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;__;__";0;0;0;0;0;0;0;0,000030814741772464;0;0;0,0000637856801148142;0,0000326882845188284;0
"OTU280";"d__Bacteria;p__Gemmatimonadota;c__MD2902-B12;o__MD2902-B12;f__MD2902-B12;g__MD2902-B12;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000215703192407248;0,00022142999490711;0,000380257053768347;0,000510285440918514;0,000490324267782427;0,000817216017433942
"OTU281";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__;__";0;0;0;0;0;0;0;0,000462221126586959;0,000465002989304931;0,000532359875275686;0,00159464200287036;0,00084989539748954;0,000442658676110052
"OTU282";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AEGEAN-169_marine_group;g__AEGEAN-169_marine_group;__";0;0;0;0;0;0;0;0,00015407370886232;0,000199286995416399;0,0000760514107536695;0,0000956785201722213;0,000130753138075314;0,000306456006537728
"OTU283";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;__;__";0;0;0;0;0;0;0;0,000123258967089856;0,000022142999490711;0;0,000159464200287036;0;0,000102152002179243
"OTU284";"d__Bacteria;p__LCP-89;c__LCP-89;o__LCP-89;f__LCP-89;g__LCP-89;s__saltmarsh_clone";0;0;0;0;0;0;0;0,000677924318994207;0,000310001992869954;0,000456308464522017;0,000574071121033328;0,000653765690376569;0,000306456006537728
"OTU285";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Schleiferia;__";0;0;0;0;0;0;0;0,0000924442253173918;0,000088571997962844;0,0000380257053768347;0,0000637856801148142;0,0000326882845188284;0
"OTU286";"d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__TG3;g__TG3;s__uncultured_Chitinivibrionia";0;0;0;0;0;0;0;0,000184888450634784;0,000199286995416399;0,000342231348391513;0,000669749641205549;0,000392259414225941;0,000408608008716971
"OTU287";"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;__";0;0;0;0;0;0;0;0,000215703192407248;0,00022142999490711;0,000114077116130504;0,000159464200287036;0,000228817991631799;0,000136202669572324
"OTU288";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__uncultured;__";0;0;0;1;0;1;0;0,000431406384814495;0,000597860986249197;0,000456308464522017;0,00143517780258332;0,00104602510460251;0,000544810678289294
"OTU289";"d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__;__";0;0;0;0;0;0;0;0;0;0;0;0;0,0000681013347861618
"OTU290";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__uncultured_archaeon";0;0;0;0;0;0;0;0,000801183286084063;0,0016164389628219;0,00072248840215986;0,00105246372189443;0,00134021966527197;0,00132797602833016
"OTU291";"d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000770368544311599;0,000642146985230619;0,000912616929044034;0,000861106681549992;0,000621077405857741;0,000578861345682375
"OTU292";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmatota;o__Thermoplasmatota;f__Thermoplasmatota;g__uncultured;s__uncultured_archaeon";0;0;0;0;0;0;0;0,00030814741772464;0,000531431987777064;0,000304205643014678;0,000382714080688885;0,000490324267782427;0,000442658676110052
"OTU293";"d__Archaea;p__Aenigmarchaeota;c__Deep_Sea_Euryarchaeotic_Group(DSEG);o__Deep_Sea_Euryarchaeotic_Group(DSEG);f__Deep_Sea_Euryarchaeotic_Group(DSEG);g__Deep_Sea_Euryarchaeotic_Group(DSEG);s__uncultured_archaeon";0;0;0;0;0;0;0;0,00135584863798841;0,000420716990323509;0,000570385580652521;0,000574071121033328;0,000686453974895397;0,000953418687006265
"OTU294";"d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU295";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;__";0;0;0;0;0;0;0;0,000462221126586959;0,00115143597351697;0,00072248840215986;0,000287035560516664;0,00137290794979079;0,000306456006537728
"OTU296";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__uncultured_prokaryote";0;0;0;0;0;0;0;0,000246517934179712;0,000022142999490711;0,000152102821507339;0,0000956785201722213;0,000163441422594142;0,0000681013347861618
"OTU297";"d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000431406384814495;0,000730718983193463;0,000418282759145182;0,000669749641205549;0,000228817991631799;0,000476709343503133
"OTU298";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000246517934179712;0,000199286995416399;0,000152102821507339;0,000318928400574071;0,0000653765690376569;0,0000340506673930809
"OTU299";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__uncultured_bacterium";0;0;0;0;0;0;0;0,0000616294835449279;0,000044285998981422;0,0000760514107536695;0,0000318928400574071;0,0000980648535564854;0
"OTU300";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sediminispirochaeta;s__uncultured_Spirochaetes";0;0;0;0;0;0;0;0,00015407370886232;0,000155000996434977;0,000380257053768347;0,000287035560516664;0,0000653765690376569;0,000204304004358485
"OTU301";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000184888450634784;0,000487145988795642;0,000152102821507339;0,000318928400574071;0,000228817991631799;0,0000340506673930809
"OTU302";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__UBA10353_marine_group;g__UBA10353_marine_group;__";0;0;0;0;0;0;0;0,000246517934179712;0,000199286995416399;0,000418282759145182;0,000255142720459257;0,0000980648535564854;0,000170253336965405
"OTU303";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__KZNMV-5-B42;f__KZNMV-5-B42;g__KZNMV-5-B42;s__uncultured_organism";0;0;0;0;0;0;0;0,000277332675952176;0,000155000996434977;0,000304205643014678;0,000159464200287036;0,0000980648535564854;0,000204304004358485
"OTU304";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maritimimonas;__";0;0;0;0;0;0;0;0,000030814741772464;0,00022142999490711;0,0000760514107536695;0,000159464200287036;0,000228817991631799;0,000204304004358485
"OTU305";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_organism";0;0;0;0;0;0;0;0,000338962159497103;0,000155000996434977;0,000570385580652521;0,000797321001435178;0,000196129707112971;0,000102152002179243
"OTU306";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingopyxis;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000030814741772464;0,000155000996434977;0,0000380257053768347;0,0000318928400574071;0,0000653765690376569;0
"OTU307";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;__;__;__";0;1;0;0;0;0;0;0,000955256994946382;0,000996434977081995;0,00148300250969655;0,00156274916281295;0,00153634937238494;0,00112367202397167
"OTU308";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__uncultured;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000184888450634784;0,000310001992869954;0,000266179937637843;0,000255142720459257;0,00042494769874477;0,000204304004358485
"OTU309";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;__";0;0;0;0;0;0;0;0,000462221126586959;0,000044285998981422;0,000380257053768347;0,00022324988040185;0,000163441422594142;0,000170253336965405
"OTU310";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__uncultured;s__uncultured_organism";0;0;0;0;0;0;0;0,0000924442253173918;0,000044285998981422;0,000114077116130504;0,0000318928400574071;0;0,000136202669572324
"OTU311";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yonathbacteria;f__Candidatus_Yonathbacteria;g__Candidatus_Yonathbacteria;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000400591643042031;0,000044285998981422;0,000342231348391513;0,000318928400574071;0,000130753138075314;0,000102152002179243
"OTU312";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00123258967089856;0,000907862979119151;0,00106471975055137;0,00114814224206666;0,00127484309623431;0,00102152002179243
"OTU313";"d__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96;f__KD4-96;g__KD4-96;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000647109577221743;0,000354287991851376;0,000494334169898852;0,000510285440918514;0,000490324267782427;0,00037455734132389
"OTU314";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__UBA10353_marine_group;g__UBA10353_marine_group;s__uncultured_bacterium";0;0;1;0;0;0;0;0,000523850610131887;0,000376430991342087;0,00110274545592821;0,000350821240631478;0,00042494769874477;0,000102152002179243
"OTU315";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;s__uncultured_actinobacterium";0;0;0;0;0;0;0;0,000246517934179712;0,000088571997962844;0,000228154232261008;0,000191357040344443;0,000163441422594142;0,000136202669572324
"OTU316";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Thiohalophilus;s__uncultured_bacterium";0;0;0;0;0;0;0;0,000215703192407248;0,000110714997453555;0,000190128526884174;0,000191357040344443;0,0000980648535564854;0,000238354671751566
"OTU317";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__eub62A3;f__eub62A3;g__eub62A3;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU318";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium;s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0;0,000369776901269567;0,000132857996944266;0,000570385580652521;0,000127571360229628;0,000196129707112971;0,000102152002179243
"OTU319";"d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanococcoides;s__uncultured_Methanococcoides";0;0;0;0;0;0;0;0,000493035868359423;0,000044285998981422;0,000494334169898852;0,000605963961090735;0;0,000919368019613184
"OTU320";"d__Bacteria;p__Acidobacteriota;c__Subgroup_26;o__Subgroup_26;f__Subgroup_26;g__Subgroup_26;__";0;0;1;0;0;0;0;0,00030814741772464;0,000332144992360665;0,000418282759145182;0,000255142720459257;0,000130753138075314;0,000272405339144647
"OTU321";"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__uncultured_Helicobacteraceae";0;0;0;0;0;0;0;0,000277332675952176;0,000155000996434977;0,000456308464522017;0,000542178280975921;0,000261506276150628;0,0000681013347861618
"OTU322";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus_chilensis";0;0;0;0;0;0;0;0,000215703192407248;0;0,000114077116130504;0;0;0
"OTU323";"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured;__";0;0;0;0;0;0;0;0,000770368544311599;0,000974291977591284;0,00064643699140619;0,00114814224206666;0,00104602510460251;0,000953418687006265
"OTU324";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__MSBL7;s__uncultured_Desulfobacterales";0;0;0;0;0;0;0;0,000369776901269567;0,00022142999490711;0,000228154232261008;0,000382714080688885;0,000490324267782427;0,000170253336965405
"OTU325";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__SM23-31;s__bacterium_SM23_31";0;0;0;0;0;0;0;0;0;0,0000760514107536695;0,0000318928400574071;0;0
"OTU326";"d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadia;f__Geopsychrobacteraceae;__;__";0;0;0;0;0;0;0;0,000955256994946382;0,000155000996434977;0,000874591223667199;0,00156274916281295;0,000457635983263598;0,000442658676110052
